step,moves,tau,entropy,gini,drift
1,960,0.140057,0.804239,0.362482,0.273003
2,516,0.327344,0.518340,0.238658,0.214177
3,187,0.455877,0.420876,0.194196,0.152993
4,72,0.529832,0.366426,0.169514,0.114222
5,27,0.570244,0.339889,0.157243,0.089384
6,17,0.596194,0.325079,0.150635,0.069995
7,12,0.615218,0.310155,0.143849,0.057962
8,9,0.631170,0.297951,0.138264,0.048208
9,5,0.643111,0.290399,0.134888,0.040199
10,10,0.652128,0.281459,0.130898,0.037587
11,11,0.660577,0.270866,0.125736,0.033888
12,10,0.669261,0.264899,0.122890,0.029070
13,10,0.676134,0.253342,0.117541,0.023944
14,9,0.682531,0.245213,0.113857,0.022421
15,13,0.688494,0.239751,0.111442,0.020201
16,14,0.693203,0.232779,0.108203,0.017224
